Sr.no,name,year,movie_rated,run_length,genres,release_date,IMDB_rating,num_raters,num_reviews,review_url,image_Url,rating,keyword,review_date,review,sentiments
144,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,6,"Not in the league of ""Spartacus""  though well worth-seeing...",2007-04-05,"Russell Crowe won a Best Actor Oscar for his taut performance as Maximus  hailed general of battle in 180 A.D. Rome who soon becomes a fugitive and warrior-slave after the Emperor dies and his ambitious  wicked son (Joaquin Phoenix) takes command. Director Ridley Scott's sword-and-sandal  blood-and-guts spectacular isn't anything original  yet it certainly looks good and has many moments of power and emotion. Scott tries for the sweep of a latter-day ""Spartacus""  but the script isn't as intriguing and the film  while entertaining on the whole  isn't as memorable. Dedicated to actor Oliver Reed (Proximo)  who makes his final film appearance  this Oscar winner for Best Picture has old-fashioned ideals transposed after the new-fangled violence  with lots of bloody action to snare modern moviegoers; it works successfully enough  and Scott efficiently uses the long running-time to build character and dramatic tension. **1/2 from ****",negative
145,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,0,"Excellent story  good acting  lots of gladiator action  beautiful filming  I rate ""8"" of 10.",2000-12-04,"I have criteria for a film to make it up to my ""9"" or ""10"" rating and this one does not reach that level. Still  it is a very entertaining film that plays shorter than its 2 1/2 hours  and gives a good glimpse of the Roman state of emperors and politics in the second century after Christ. I rate it a solid ""8"" of 10.The straightforward storyline is not new. A loyal soldier  a ""Spaniard"" (Russell Crowe)who aging emperor Marcus Aurelius calls ""Rome's greatest general""  leads the Roman army to a convincing victory in Germania  the last frontier for the 180 A.D. Romans. This general  ""Maximus""  is the son the emperor wishes he had and asks him to come to Rome to help create a democracy. Immediately all fortunes change and Maximus goes from general to slave to gladiator to rebel. Packed around that storyline are some excellent  however gory  battle and arena scenes. The film ends a bit unbelievably.The DVD picture and sound are great. You get 2 discs for your purchase  the second has all the ""extras"" which are quite extensive and provide good perspectives on the Roman Empire  and the making of this film.** CAUTION - SPOILERS - READ AT YOUR OWN RISK -----After the victory at Germania  all Maximus wants to do is go home to his farm and wife and young son. It had been 2 years and 265 days since he had seen them. When the emperor's son  Commodus  finds out about his father's favor towards the Spaniard  he kills his own father to become emperor  has his guards take Maximus out to kill him  but Maximus gets the upper hand and kills them all and  badly wounded on his left shoulder  rides towards home. Roman guards also destroy his home  and kill his wife and son. He sees this  passes out  and is a changed man.He is rescued and sold into slavery to become a gladiator in small venues in a remote Roman province. There  he quickly becomes a killing machine  and soon heads for the big time in Rome  where the new emperor is putting on ""150 straight days"" of gladiator games in the area.  The Romans are entertained by seeing gladiators kill each other  or Christian children eaten by lions.Ever since the old emperor was killed  then his family killed  Maximus's sole ambition was to face the emperor and get revenge. At their first face-to-face encounter  the Spaniard's popularity with the crowd kept him alive. Repeated ""traps"" were unsuccessful because Maximus was such a good fighter.Commodus borders on insane. He has a driving lust for his own sister  Lucilla  and tells her he wants a son by her so he can have his own legitimate heir to the throne  instead of her son by a now dead husband. Lucilla ends up helping in a plot to free Maximus who would return in a few days with an army of 5 000 to kill Commodus and restore some semblance of democracy  to fulfill the desires of the dead emperor. But insiders spoil that plot  kill Maximus' friend  and imprison him again.Finally  crazy Commodus wants to settle it in a fight in the arena between him and Maximus  man-to-man. But Commodus cheats - while Maximus is still shackled  Commodus stabs him deeply in the abdomen in what turns out to be a mortal wound. However  he has enough strength to first kill Commodus  and order all prisoners freed  and Rome freed  then Maximus dies and we see him  in dream-like sequences  joining his wife and son in the afterlife.A couple of things did not ring true.  Maximus was so much better than everyone else  and it is only barely credible that anyone could have fought out of all those situations. Also  I am not a student of Roman history  but I find it hard to believe that an emperor would get into the arena and fight a gladiator. Still  it is a good watch and I will see it again.",positive
146,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,5,A poor man's Ben Hur,2001-11-04,"Completely untrue as far as history is concerned:Marcus Aurelius died from the plague and he did give his power to his son Commodeus (who did not strangle him why would he?)On the other hand Commodeus would have been strangled (in his bath?) but NOT by Maximus.The plot is linear predictable and owes a lot to ""Ben Hur"".Forget the Christ and we have a similar pattern: a hero's downfall his family is killed (thrown in jail in Ben Hur) he falls into a slaves(gladiators) trader's hands.He takes a spectacular revenge on his enemy (Commodeus here Messala in ""Ben Hur"")Outside Wyler's classic ""Gladiator"" finds some inspiration in Kubrik's ""Spartacus"" and LeRoy's ""Quo Vadis"" too and even in Delmer Daves'""Demetrius and the gladiators"" (1954)All these sword and sandals except Daves'one are superior to Ridley Scott's work.Of course the battle scenes are impressive thanks to technology  but it does not make up for the paucity of the dialogue and the simplicism of the screenplay.The ""poetic"" slow motion ending has been filmed so many times that one wonders why Scott could bother with such a rehash.",negative
147,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,9,Enjoying the spectacle even more on DVD,2001-04-19,In my first review of Gladiator  I said it had good action.  I think I was a little too subtle with that  because after watching this movie for the first time in a year on the grand DVD  and I see why this film won best picture (though I still feel this is 2nd best to Traffic and Traffic was snubbed like Saving Pvt. Ryan in 99  only that Gladiator isn't mediocre like Shakespeare in Love is).Russell Crowe  as in all of his films commands the attention of the viewer every minute he's on the screen (though once again  Tom Hanks did it better though and also deserved the Oscar  but I'm not mad about it) as a man who is changed as he goes from respected general  to disgraced slave  and then back to respected Gladiator.  Smart  exciting moviemaking all the way  with Scott delivering good direction to the scenes and the rest of the cast being good deliverers to the film (fans of old film stars Reed  Harris and Jacobi will find this a treat).  Even better than I thought it was back last May  and with time should become a classic like Bravheart  though that is better (I also was a little subtle with Braveheart's spectacle). A+,positive
148,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,8,What is a man's life worth in ancient Rome.,2001-06-08,"This movie is one of the best movies I have ever seen. Exciting story. Well acted. This movie has every element of being an instant classic. Don't haggle about historical accuracy; just enjoy this epic with wild eyed anticipation. A story of love  vengeance and will power.Russell Crowe plays Maximus Meridius  a Roman general that winds up a gladiator after refusing to pledge loyalty the emperor's power-hungry son Commodus(Joaquin Phoenix). Emperor Marcus Aurelius(Richard Harris)on his deathbed wants to turn the leadership of Rome over to Maximus; but the jealous Commodus smothers his already dying father to death and takes over the throne. Maximus escapes a death sentence and becomes a slave; then a gladiator that avenges his murdered family by constantly defying Commodus.
Crowe is excellent as is Phoenix. The two contrasting personae make a great rivalry. Connie Nielsen plays the sister of Commodus and the object of his sexual obsession. Stand outs in supporting roles are:Oliver Reed  David Schofield  Derek Jacobi and David Hemmings.From scene to scene the marvelous story flows and the music of Hans Zimmer orchestrates the many moods of the movie. Your heart will not let you forget this movie.This will be one for the ages.",positive
149,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,8,Are you not entertained?,2021-10-12,The glorious story of a general turned gladiator who must fight for the morality of Rome. The action scenes are well coordinated and brutally realistic. The characters have depth and are well acted  Crowe and Phoenix are a dynamic pair.,negative
150,Gladiator,2000,R,2h 35min,Action; Adventure; Drama; ,5 May 2000 (USA),9,1297718,2636,https://www.imdb.com/title/tt0172495/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/5oy0Op0onezDoCSnE9zTY6oz5KU=/206x305/v2/https://flxt.tmsimg.com/assets/p24674_p_v8_ae.jpg,0,The Illusionist and the Ventriloquist,2000-05-07,Two things about this film intrigue me: the novel integrated talents of Ridley Scott and Russell Crowe.We are creatures who depend on idea fragments in everything we do. Virtually everything is a rehash  sometimes creative but mostly not. When someone or something comes along and adds to the vocabulary  something essentially new  it is a big deal -- that's my definition of genius. Today  a major force in defining our basic vocabulary is cinema  the visual element of filmaking. But all the easy stuff has been done as we leave the first generations of the art.So when someone comes along who can conceive a world that is new and unfamiliar  and who can actually deliver the illusion of being in that world  it is notable. Scott does that here (and in Blade Runner). Kubrick did it once or maybe twice; Polanski had the skills when he had an edge  but this is exceedingly rare. Note here how little quoting Scott does of prior battle in his battle scene  how Ben Hur (and all the lesser period pieces) are not at all referenced. How new this all is. (The only concession is the annoying British accent of the Romans.)What is remarkable is that it is all visual. It is not in the writing  the effects per se  or the acting  though they are all good enough. I intend to see this film several more times for just the visual experience. I suspect that because of the coherence and advance of the visual vocabulary. this will be seen as a landmark film long after Private Ryan and Titanic become footnotes.But there is also Crowe  and there's something notable here. I don't see great acting in the normal sense  but there is something else  and this seems new to me as well. To check this  I reviewed LA Confidential and The Insider. Crowe has the ability to develop tension  a normal enough skill  but he also has the ability to project this tension into the environment of the film. Watch how the scenes flow as his acting in one scene is tossed into another; it's remarkable.When he did this in The Insider  he seems to use as his resonator the unwitting  ever-bombastic Pacino. Here  He uses the similar exaggerated scope of the story  both the setting and the violence of the context.WARNING! Spoilers follow:Both Scott and Crowe seem to know what they are doing. So they have eliminated many of the elements normally required: there is no backstory  no explanation of what went before  no comic relief  just the barest of scaffolding. But in that  it is made of huge  strong girders. In another film  we'll have revenge driven by the death of the Hero's wife. Here  she and their child are gang-raped  burned until nearly dead  then crucified. In another film  the bad guy is conventionally bad  but here we have patricide and incestual rape. In another period film  we'd have lots of street scenes (which are cheap) to convey a sense of place: not so here. Nothing not essential to the core projection and resonant backdrop are used. So instead of parading the effects (as with Titanic or Jurassic Park)  they are handled casually  incidentally as background. Just a huge visual sweep through which tension is passed. It is early to know  but this could be one of the great films.,positive
151,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,7,A vast improvement over the Batman films of the 1990s,2008-07-03,I enjoyed the film BATMAN from Tim Burton  though I'll be the first to admit that it was very  very dark and disturbing. I'd also agree that the Batman role in this and subsequent films was a bit one-dimensional--with a much greater emphasis on the villains and amazing cartoon-like scenes. However  despite enjoying the first film  the subsequent films were a disappointment to me as they just seemed overloaded with special effects and were a bit light on character development.In light of this  I really appreciated how the Batman character was hashed out and given much greater depth in BATMAN BEGINS--especially because it explains the long evolution of Bruce Wayne to caped crusader. Christian Bale was very good in the leading role and the story was very unusual but enjoyable to a point--though the plot did get awfully convoluted towards the end. In fact  I would say that the least interesting part of the film was the final conflict at the end  as this seemed a lot like previous Batman films--full of special effects but that's about all.Now my quibbles with BATMAN BEGINS are quite minor and I can't fault the movie too much because it doesn't pretend to be Shakespeare or a contender for a Sundance award! It is just old fashioned entertainment. Not especially deep  but entertaining.By the way  when I saw this film I was amazed at the high-priced talent organized for this film--Michael Caine  Gary Oldman  Liam Neeson  Katie Holmes  Rutger Hauer and Morgan Freeman. In particular  Freeman and Caine were terrific in the film.,positive
152,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,9,A Batman that is stylish  dark and gritty- simply brilliant!,2010-06-12,"My only criticism of this otherwise brilliant movie is that it is a little too long. But it is an extremely good film  that along with the original Batman could very well be the best of the Batman films(thought perhaps just lacking the original film's sophistication). People may find this blasphemy  but I did prefer this over The Dark Knight  but that was still very good. Christopher Nolan's Batman Begins is stylish  dark and gritty  pretty much what Batman should be. I have seen complaints that the film ""contradicts"" the 1989 film. Perhaps so  but what I can say in the film's defence is that Batman Begins is sort of a very loose prequel to the original movies.Visually  Batman Begins looks absolutely incredible! It could very well be the most beautiful visually of the Batman films  with beautiful cinematography and a simply dazzling view of Gotham City itself. Another asset I appreciated was that the music score didn't overpower the action  in fact it gave some atmospheric flavour to it. As much as Danny Elfman's scores were outstanding and definitely memorable  Hans Zimmer and James Newton Howard do a great job with the score.The script is taut and well-written with lines that really make you think along with some occasional offbeat humour  the plot isn't convoluted or predictable but original  the film moves briskly(the second half was marginally better in terms of pacing to the first half though but that is in no way a flaw) and the action is explosive particularly the climax and the bat-mobile car-chase. Also Christopher Nolan's direction is excellent.The acting  aside from the visuals is what drives the film. Christian Bale is for me the best Batman since Michael Keaton. In the role of Batman he is suitably dark and brooding  like Batman should be  and as Bruce Wayne  he is dashing  handsome and ambitious. Katie Holmes actually surprised me and in a good way. She wasn't bland or annoying  I actually found her sympathetic and surprisingly good. Liam Neeson is also very good  though he has been better  while Michael Caine is perfect as Alfred. Cillian Murphy  Tom Wilkinson and the excellent  underrated Gary Oldman are also solid in their roles  while Morgan Freeman is wonderful as always.Overall  a brilliant film that is visually stunning  gripping and atmospheric. 9.5/10 Bethany Cox",positive
153,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,9,A reboot that works,2015-10-16,British director Christopher Nolan is better known for his lower-profile thrillers such as the excellent MEMENTO and the brilliant INSOMNIA  but his first big-budget Hollywood blockbuster is still in the same league as the other two: a tremendously inventive and exciting piece of filmmaking  which breathes a whole new life into the Batman saga and proves to be the best film of the series (shame it took till number five to get it right  but that's life). Nolan dispenses with any previous cast or story lines  instead taking Batman back to his roots  and the result is a tough  violent  realistic adventure which isn't marred by any of the comic-book campness or flights of fancy which spoiled the others. Batman is just an ordinary guy here  without any superpowers  but instead his Bond-style gadgets allow him to become the caped crusader by night.The casting is extraordinary and the ensemble all give outstanding performances. Bale is terrific  finally getting some of the acclaim he deserves; I've been watching this guy for a few years now and he's been great in everything I've seen. Caine is cast as Alfred the butler  and supplies genuinely warm comedy and wit. Gary Oldman and Morgan Freeman are friendly allies  although their roles are relatively minor. Katie Holmes is the attractive love interest and she  too  is surprisingly good. However  it's the villains which have the best parts; Liam Neeson has his best role in many years and is fantastic in it  whilst THE LAST SAMURAI's Ken Watanabe is creepy as a cult leader. Cillian Murphy (28 DAYS LATER) is truly memorable as weirdo bad guy The Scarecrow  whilst Tom Wilkinson is almost unrecognisable as a hardline gangster. Even Rutger Hauer is in it  and that's gotta be good  seeing as he's been stuck in DTV movie hell for a decade.The film is long – 2 ½ hours to be precise – but the suspense and action keep it moving. There are car chases  fist fights  massive battles and lots of other stuff going on. The plot keeps you guessing all the way through and there are plenty of surprising twists. My only complaint is that the action is cut too fast  and too close  so that it's pretty hard to see what's happening  but the excellent soundtrack helps make up for that. Still  a minor complaint with what is otherwise a flawless film – let's hope they all team up to make some more classics like this.,positive
154,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,0,Very Good,2008-03-13,Batman Begins (2005) *** 1/2 (out of 4) Hooray  I finally enjoyed a Batman movie. Everything wrong with the previous four films is corrected here and since this movie got everything right I can now forget the first four films and just hope future sequels contain the same level of darkness  character and story development. What I enjoyed most about this film was that the characters were so well written and the Bruce Wayne character was given just as much strength as his Batman ego. I wasn't sure what to expect from Christian Bale but I'm glad the director kept his darkness and didn't try to lighten him up as an actor. The supporting players were also very well acted with a cast to die for. Liam Neeson  Michael Caine and Morgan Freeman are serious actors and they helped bring some seriousness to this comic book tale. It was also great seeing Gary Oldman playing a good guy. I always love rooting for his villains so rooting for him as a good guy just added more charm to the film. The only real weakness I found with the film was the poison gas  which just never really grabbed me as anything too interesting.,positive
155,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,8,Good start to Nolan's trilogy,2014-01-04,Director Christopher Nolan is rebooting the Dark Knight with a ever darker style. It is faux realism. He starts off with the death of Bruces' parents. After not able to kill their killer  Bruce is in a Chinese prison where he meets the mysterious Ra's Al Ghul. It is the anti-Obi-Wan Kenobi. His message is a dark perversion of Justice. When he returns to Gotham  he invents Batman.There are two things that keep this from an even more impressive start of Nolan's Batman Trilogy. The first is Katie Holmes. She is not up to the task. She is still playing that little girl character from Dawson's Creek. She doesn't have the seriousness or gravitas to play this gutsy lawyer character. It's a big character  and not just another girlfriend.The second is that Scarecrow (Cillian Murphy) isn't a big enough villain. The evil plan has too much of a silly Bond feeling. It is too unrealistic in a Batman movie that is suppose to be realistic. It leaves a bad taste for the climatic ending. Other than those two  this is still a great start to the trilogy. It sets the tone for the final two.,positive
156,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,9,By far the most intense of them all,2006-06-05,I've seen all the Batman movies. Most aren't that deeply lodged in my memory. I know that the scene stealers in most of them are the villains. This movie puts it on the strong shoulders of Bruce Wayne/Batman. The movie is about him and his ghosts and his baggage. It is about a man coming to grips with immense guilt. It goes into great detail to explain to us how Batman came to be. It has verisimilitude. The bad guys are  of course  really exaggerated in their evil plans. Everything is neatly plotted. There is fragility in both the character of Wayne and the city he and his family loved. Organized crime abounds and he must face it pretty much alone. I was quite impressed with Inspector Gordon (Gary Oldmann). He was believable and fragile  yet committed to what was right amidst a culture of evil (even on the police force). Like is so often the case  I can't speak for the people who know these comics so well that they fall into depression when a movie doesn't follow their dictates; yet  I really was involved in this. This is quite an all star cast with excellent direction with a bleakness that Tim Burton also did well. I think it was one of last year's best films.,positive
157,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,6,Batman begins with a bang,2017-10-16,"This 140-minute film we have here is the first from writer and director Christopher Nolan's Batman trilogy and if he wasn't considered a top-notch director before already  then this film lifted him up into the elite where he still is today with everybody talking about Dunkirk. But we talked about that one on another occasion already and now lets take a look at the only film from the trilogy that is missing the ""Dark Knight"" in the title. The lead actor in this over 10-year-old film is of course Christian Bale still before his Oscar win and it's not about great acting from him here as it is all about the story. But still for example the likes of Neeson and Caine managed awards-worthy performances. It was a pretty good idea to have Wayne's mentor and trainer become his worst enemy at the very end and it also fits really well with Nolan's dark 0% comedy approach to Gotham City  very different from Burton or West or everybody else. It's almost a catastrophe movie  well with what is happening to Gotham it is and the tone fits in well  also with Bruce's emotional state. I personally could have done without the Scarecrow story as he felt rushed in  but he is also not a character to be a main antagonist for an entire film really  at least not with Murphy playing the character or Scarecrow's looks. Tough challenge. Maybe make the mafia boss or Hauer's character more influential instead with the time gained. Or just make it a 110-minute film.Freeman and Oldman well they were okay I guess  but also as I like them both I expected a bit more. Holmes at least brings in one female character and that's good. But in the center of it all  it is about Wayne making his peace with the past and finding his determination and destiny and like I said the way they used the League of Shadows (Neeson)  it was truly interesting in my opinion. People generally consider this film probably the second best from the trilogy after film number 2  but I would say it is my least favorite. That doesn't mean it was weak or anything though. It only means that the other two are better. At the end of this one here  we get a very interesting reference already about a certain clown character turning Batman's life into hell in the sequel. As for this one here  I recommend seeing it in the unlikely case that you still haven't. Only people who really hate superhero films should skip it and it's probably also not an essential watch to appreciate films 2 and 3. I know it is not a superhero film really  but still it is very similar. There are some lengths in the middle part and overlong action sequences  but these style-over-substance parts don't keep it from becoming a quality movie. Go check it out  these almost 2.5 hours certainly fly by.",positive
158,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,7,Batman Begins,2019-11-12,After Tim Burton reinvented Batman for the movies in 1989 with his darker and disturbed vision.The subsequent sequels directed by Joel Schumacher got sillier and campier. Also Warner Brothers could not keep hold of their dark knight. The replacements Val Kilmer and George Clooney just did not look right in the batsuit.Christopher Nolan was bought in to launch a new series of films. He went back to basics with a prequel and a reinvention of the character.The first third of the film is an origins film. Bruce Wayne travels the world learning combat and find his purpose in life. He encounters the League of Shadows led by Ra's al Ghul in the Far East. However Wayne rejects their twisted message of destroying Gotham.He returns to Gotham as Bruce Wayne the playboy  his family company being run by an unscrupulous executive.However Gotham is a corrupt cesspit run by organised crime. Wayne develops his Batman persona with the aid of prototype technology developed by Lucius Fox.Christian Bale does his best Clint Eastwood impression when he has his bat suit on. There is enough playfulness in his public Bruce Wayne identity.Batman Begins is a much needed return to form for the Batman movies. In part Nolan takes this opportunity to fulfil a lifelong ambition. Direct a James Bond type action adventure. The finale is very much like a Bond film.,positive
159,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,9,Excellent Batman,2005-10-12,"""Batman Begins"" is certainly the best among the five movies of this great hero released in the theaters. After 1776 reviews in IMDb  I do not know what I can write that have not been written before. In my opinion  this film begins wonderful with the director  Christopher Nolan  of the fantastic ""Memento""  one of my favorite movies. The cast is a constellation  composed of excellent actors and actress: Christian Bale is awesome in the role of the troubled and confused Bruce Wayne; Michael Caine  as Alfred  elegant  gentle and tough  is also perfect; Cillian Murphy  Liam Neeson  Tom Wilkinson  Hutger Hauer are very evil bad guys; Katie Holmes  Gary Oldman and Morgan Freeman complete this lovely cast. The special effects are very good  and the cinematography recalls ""Blade Runner""  with rainy and dark locations. The story explains the origins of Batman since his childhood in Gotham City. The soundtrack fits perfectly to the scenes. It is amazing to see that there are bad reviews of this movie  which is a very above average entertainment. My vote is nine.Title (Brazil): ""Batman Begins""",positive
160,Batman Begins,2005,PG-13,2h 20min,Action; Adventure; ,15 June 2005 (USA),8,1269027,2885,https://www.imdb.com/title/tt0372784/reviews/_ajax?ref_=undefined&paginationKey=,https://resizing.flixster.com/gG9jEpn7NVg5pYWwQidlxiBJ3HA=/206x305/v2/https://flxt.tmsimg.com/NowShowing/48435/48435_aa.jpg,0,A great summer blockbuster  dark  interesting  exciting and more than an antidote to Schumacher's childish vision of the character,2005-07-16,"Bruce Wayne is not a happy fella. Being trapped in a cave full of bats as a child left him full of fear  and he can only blame himself for the death of his parents at the hands of a typical street thug. However time has perverted this hurt into a bitter  hollow anger that has led him to the Far East where he fights criminals behind bars  seemingly to seek to quench his thirst for what he sees as ""justice"". Taken into a remote training facility for the League of Shadows by Ducard  Wayne learns the arts of deception  movement  combat and others but when he understands that justice is death for this group he leaves and returns to Gotham City. In his absence  the city has fallen into corruption and crime and  seeking a symbol of fear for the criminals  Wayne uses his skills and considerable assets to try and bring down this rule by way of a vigilante personae  The Batman. However  with few allies in this fight  will he be able to counter more than the smaller fish in the pond?Although I don't agree with those IMDb users who have put this film into the top 250 ever made  I do see why they did it  because after the decreasing returns of the modern Batman films I was almost relieved that Begins made a massive leap away from the childish mess that Joel Schumacher had produced. Although not perfect  Nolan's Batman is dark where Schumacher's was day-glow; interesting where the other was puerile; exciting where the other was tiresome; this Wayne is a person where the other's was a child's action figure; this film almost stays in the real world where the other was set in some fantasy world that Schumacher must see when he shuts his eyes. So I can see why people love this film so much  it is such a massive jump up in quality that it is easy to see it as the greatest film ever made; compared to Batman & Robin this IS Citizen Kane. The plot sounds silly at the start but the structure of flashbacks and desolate reality make you forget of the lack of logic (or even explanation) behind Wayne being in prison. From here the training is swift and exciting while more cuts give us the back-story we already know. Back in Gotham Batman truly begins and the build up is as good as the delivery  he is not full of quips  in fact at first he is barely seen. While building the usual ""baddie with a big weapon"" story the film blends characters  other baddies  themes and action so naturally that it makes it look easy  but Schumacher will assure you it is not.Nolan's direction and the design of the film are big reasons for it working; although the material is fantastic  somehow it all feels like the real world and not like B&R for example. It feels gritty and it makes the characters more real and therefore interesting. Also appreciated is the fact that it is not only dark in visuals but also content. Personally I would have liked Wayne to have been more twisted and confused but what it did was good enough  more important though was how scary bits were  the Scarecrow  the paranoid visions  all combined to produce some dark images. Oh  and many thanks to the genius parents who saw this film advertised and thought ""hmm  a darker Batman film with a rating for over 12's  I know  I'll take my 4 year old to see that""; needless to say several families in my screening will not be aware of the ending of the film  who'd have though a 12A would frighten pre-school children? Tossers.The cast do well with what they have. Bale is a great Batman and I struggled to reconcile the man I saw with the man I saw a few months back in The Machinist. Although the script only gives him basic emotional building blocks and not a real inner struggle  Bale still does well with it and far from being the straightman to Batman's entertainer  his Wayne is the most interesting thing in the film. Neeson makes for a good trainer and his darkly interesting character does enough so that we accept the mythical body he represents. Holmes is OK  pretty good but really I could have coped without her character. Caine is a great choice for Albert and he seems to enjoy it. Freeman may have just followed the Alec Guinness model of taking the payday but he is also enjoyable Q to Bale's Bond (bet they wish their franchise had gotten him first). Murphy is interestingly creepy even before he becomes genuinely scary as his villain. Oldman does less than he is capable of but he is still a good addition  ditto with Wilkinson.Overall this is not one of the best films ever made but it is a great summer movie and  more importantly  it is a massive improvement on the Batman that Schumacher gave us  everything that it failed to do  this does well. A worthy blockbuster that is engaging  dark  exciting  scary and fun  well worth seeing and probably one of the better blockbusters this year.",positive
